,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,Description,Arrondissement_Name
3732,Saint Lazare - Paris,75009,9,27,1500,1,2,6,1.0,not available,"This modern 27 square meters , Studio, apartment is located on rue de Chateaudun in the 9th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Opéra
3733,Bastille - Paris,75011,11,60,1600,1,2,6,1.0,not available,"This 60 square meters , 1 Bedroom, apartment is located on boulevard Voltaire in the 11th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, balcony, DVD and stereo.",Popincourt
3734,République - Paris,75010,10,25,1183,1,2,3,0.0,not available,"This charming 25 square meters , 1 Bedroom, apartment is located on rue Lucien Sampaix in the 10th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access.",Entrepôt
3735,Butte aux Cailles - Paris,75013,13,28,1290,1,2,1,0.0,not available,"This charming and bright 27 square meters , 1 Bedroom, apartment is located on passage Barrault in the 13th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi.",Gobelins
3736,Batignolles - Paris,75017,17,26,1118,1,2,7,1.0,not available,"This charming and tastefully decorated 26 square meters , Studio, apartment is located on rue La Condamine in the 17th arrondissement, on the 7 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, balcony, phone, DVD, stereo.",Batignolles-Monceau
3737,Champs-Élysées - Paris,75017,17,25,1398,1,2,3,1.0,not available,"This tastefully decorated and well located 25 square meters , Studio, apartment is located on rue Troyon in the 17th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access.",Batignolles-Monceau
3738,Montorgueil - Paris,75002,2,24,1100,1,2,3,1.0,not available,"This beautiful and charming 24 square meters , Studio, apartment is located on rue d Aboukir in the 2nd arrondissement, on the 3 rd French floor of a 17th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, phone, DVD.",Bourse
3739,Notre Dame - Paris,75005,5,29,1398,1,3,6,1.0,not available,"This tastefully decorated 29 square meters , Studio, apartment is located on rue de la Huchette in the 5th arrondissement, on the 6 th French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Panthéon
3740,Champs de Mars - Tour Eiffel - Paris,75015,15,52,2090,1,3,4,1.0,not available,"This very well situated 52 square meters , 1 Bedroom, apartment is located on rue Nelaton in the 15th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, DVD, stereo, decorative fireplace.",Vaugirard
3741,Le Marais - Paris,75003,3,21,1074,1,2,2,0.0,not available,"This charming and well located 21 square meters (and a mezzanine : 8 sqm), Studio, apartment is located on rue Saint Martin in the 3rd arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer - dryer, cable, TV, phone, wifi.",Temple
3742,Le Marais - Paris,75003,3,28,1398,1,2,6,1.0,not available,"This beautiful and charming 28 square meters , Studio, apartment is located on rue Chapon in the 3rd arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, TV, unlimited high speed internet access, wifi, balcony, phone, DVD.",Temple
3743,Quartier Latin - Paris,75005,5,21,968,1,1,0,0.0,not available,"This charming 21 square meters , Studio, apartment is located on rue de la Clef in the 5th arrondissement, on the ground floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, dryer, TV, DVD, stereo, unlimited high speed internet access with the wifi.",Panthéon
3744,Le Marais - Paris,75003,3,75,2495,2,2,2,1.0,not available,"This splendid and rare 75 square meters , 2 Bedroom, apartment is located on rue du Grenier Saint Lazare in the 3rd arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 5 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, DVD, stereo, decorative fireplace.",Temple
3745,Le Marais - Paris,75003,3,35,1398,1,2,4,0.0,not available,"This charming 35 square meters , Alcove Studio, apartment is located on rue des Arquebusiers in the 3rd arrondissement, on the 4 th French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, stereo.",Temple
3746,Le Marais - Paris,75003,3,27,1300,1,2,3,0.0,not available,"This charming and comfortable 27 square meters Studio apartment is located on rue Charlot in the 3rd arrondissement, on the 3rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access, stereo, TV.",Temple
3747,Montorgueil - Paris,75002,2,20,968,1,2,4,0.0,not available,"This charming 20 square meters , Studio, apartment is located on rue d Aboukir in the 2nd arrondissement, on the 4 th French floor of a 17th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi.",Bourse
3748,Saint - Georges - Paris,75009,9,51,1913,1,2,1,1.0,not available,"This spacious 51 square meters , 1 Bedroom, apartment is located on rue Henner in the 9th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Opéra
3749,Invalides - Paris,75007,7,73,3763,2,4,1,1.0,not available,"This 73 square meters , 2 Bedroom, apartment is located on boulevard de La Tour Maubourg in the 7th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace. There are 2 separated toilets in the apartment.",Palais-Bourbon
3750,Beaugrenelle - Paris,75015,15,32,1129,1,2,1,1.0,not available,"This elegant 32,61 square meters , Studio, apartment is located on rue des Bergers in the 15th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, balcony.",Vaugirard
3751,Montmartre - Sacré Coeur - Paris,75018,18,28,1290,1,2,3,0.0,not available,"This 28 square meters , Alcove Studio, apartment is located on rue Andre Del Sarte in the 18th arrondissement, on the 3 rd French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
3752,Beaubourg - Paris,75003,3,80,2677,3,6,1,0.0,not available,"This beautiful and charming 80 square meters , 3 Bedroom, apartment is located on rue Quincampoix in the 3rd arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 6 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, DVD, home cinema.",Temple
3753,Ledru Rollin - Paris,75012,12,23,989,1,2,4,0.0,not available,"This charming 23 square meters , Studio, apartment is located on rue Traversiere in the 12th arrondissement, on the 4 th French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi.",Reuilly
3754,Vaugirard - Paris,75015,15,31,1161,1,2,8,1.0,not available,"This charming , Studio, apartment is located on rue de Vaugirard in the 15th arrondissement, on the 8 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, balcony, printer.",Vaugirard
3755,Notre Dame de Lorette - Paris,75009,9,41,1828,1,4,4,1.0,not available,"This charming and beautiful 41 square meters , 1 Bedroom, apartment is located on rue de Chateaudun in the 9th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Opéra
3756,Montmartre - Sacré Coeur - Paris,75018,18,47,2151,2,4,3,1.0,not available,"This elegant 47 square meters , 2 Bedroom, apartment is located on rue Veron in the 18th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
3757,Bonne Nouvelle - Paris,75010,10,22,1200,1,1,6,0.0,not available,"This bright and charming 22 square meters , Alcove Studio, apartment is located on rue du Faubourg Saint Martin in the 10th arrondissement, on the 6 th French floor of a 20th century walk up building and it sleeps 1 people. This apartment is equipped with : washer/dryer, TV, cable, unlimited high speed internet access with the wifi.",Entrepôt
3758,Nation - Paris,75012,12,19,968,1,2,4,0.0,not available,"This charming and well located 19 square meters , Studio, apartment is located on rue du Faubourg Saint Antoine in the 12th arrondissement, on the 4 th French floor of a 20th century walk up building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Reuilly
3759,Victor Hugo - Paris,75016,16,25,1602,1,2,4,1.0,not available,"This charming 25 square meters , Studio, apartment is located on rue Boissiere in the 16th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, cable, TV, unlimited high speed internet access with the wifi, balcony.",Passy
3760,Quartier Latin - Paris,75005,5,55,2200,1,3,1,0.0,05/23/2025,"This beautiful and charming 55 square meters , 1 Bedroom, apartment is located on rue Mouffetard in the 5th arrondissement, on the 1 st French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, TV, unlimited high speed internet access with the wifi, terrace.",Panthéon
